cod;descricao;chave
3;CARVEDILOL 3,125MG, CAIXA COM 30 COMPRIMIDOS;2736
3;CARVEDILOL 3,125MG, CAIXA COM 30 COMPRIMIDOS;2736
3;CARVEDILOL 3,125MG, CAIXA COM 30 COMPRIMIDOS;2736
1;CARVEDILOL 3,125MG CX 30CPR   KARVIL;2736
3;CARVEDILOL 3,125MG, CAIXA COM 30 COMPRIMIDOS;2736
1;CARVEDILOL 3,125 MG;2736
1;CARVEDILOL 3,125 MG;2736
3;CARVEDILOL 3,125MG, CAIXA COM 30 COMPRIMIDOS;2736
3;CARVEDILOL 3,125MG, CAIXA COM 30 COMPRIMIDOS;2736
1;CARVEDILOL 3,125MG CX 30CPR   KARVIL;2736
3;CARVEDILOL 3,125MG, CAIXA COM 30 COMPRIMIDOS;2736
1;CARVEDILOL 3,125 MG (KARVIL) CX C/ 30CPR;2736
1;CARVEDILOL 3,125MG-CAIXA COM 30 COMPRIMIDOS SULCADOS (2 BLISTERES COM 15 COMPRIMIDOS CADA)-KARVIL-TORRENT;2736
1;CARVEDILOL 3,125MG CX 30CPR   KARVIL;2736
1;CARVEDILOL 3,125MG CX 30CPR   KARVIL;2736
1;CARVEDILOL 3,125 MG;2736
1;CARVEDILOL 3,125MG CX 30CPR   KARVIL;2736
1;CARVEDILOL 3,125MG CX 30CPR   KARVIL;2736
1;CARVEDILOL 3,125MG-CAIXA COM 30 COMPRIMIDOS SULCADOS (2 BLISTERES COM 15 COMPRIMIDOS CADA)-KARVIL-TORRENT;2736
1;CARVEDILOL 3,125 MG (KARVIL) CX C/ 30CPR;2736
1;CARVEDILOL 3,125MG-CAIXA COM 30 COMPRIMIDOS SULCADOS (2 BLISTERES COM 15 COMPRIMIDOS CADA)-KARVIL-TORRENT;2736
1;CARVEDILOL 3,125 MG (KARVIL) CX C/ 30CPR;2736
1;CARVEDILOL 3,125 MG;2736
1;CARVEDILOL 3,125MG-CAIXA COM 30 COMPRIMIDOS SULCADOS (2 BLISTERES COM 15 COMPRIMIDOS CADA)-KARVIL-TORRENT;2736
1;CARVEDILOL 3,125MG-CAIXA COM 30 COMPRIMIDOS SULCADOS (2 BLISTERES COM 15 COMPRIMIDOS CADA)-KARVIL-TORRENT;2736
1;CARVEDILOL 3,125MG-CAIXA COM 30 COMPRIMIDOS SULCADOS (2 BLISTERES COM 15 COMPRIMIDOS CADA)-KARVIL-TORRENT;2736
3;CARVEDILOL 3,125MG, CAIXA COM 30 COMPRIMIDOS;2736
3;CARVEDILOL 3,125MG, CAIXA COM 30 COMPRIMIDOS;2736
1;CARVEDILOL 3,125MG-CAIXA COM 30 COMPRIMIDOS SULCADOS (2 BLISTERES COM 15 COMPRIMIDOS CADA)-KARVIL-TORRENT;2736
1;CARVEDILOL 3,125MG CX 30CPR   KARVIL;2736
1;CARVEDILOL 3,125 MG;2736
1;CARVEDILOL 3,125MG CX 30CPR   KARVIL;2736
1;CARVEDILOL 3,125 MG;2736
1;CARVEDILOL 3,125 MG;2736
3;CARVEDILOL 3,125MG, CAIXA COM 30 COMPRIMIDOS;2736
1;CARVEDILOL 3,125 MG;2736
1;CARVEDILOL 3,125MG-CAIXA COM 30 COMPRIMIDOS SULCADOS (2 BLISTERES COM 15 COMPRIMIDOS CADA)-KARVIL-TORRENT;2736
1;CARVEDILOL 3,125MG-CAIXA COM 30 COMPRIMIDOS SULCADOS (2 BLISTERES COM 15 COMPRIMIDOS CADA)-KARVIL-TORRENT;2736
1;CARVEDILOL 3,125 MG;2736
3;CARVEDILOL 3,125MG, CAIXA COM 30 COMPRIMIDOS;2736
1;CARVEDILOL 3,125MG CX 30CPR   KARVIL;2736
3;CARVEDILOL 3,125MG, CAIXA COM 30 COMPRIMIDOS;2736
3;CARVEDILOL 3,125MG, CAIXA COM 30 COMPRIMIDOS;2736
1;CARVEDILOL 3,125MG CX 30CPR   KARVIL;2736
1;CARVEDILOL 3,125MG-CAIXA COM 30 COMPRIMIDOS SULCADOS (2 BLISTERES COM 15 COMPRIMIDOS CADA)-KARVIL-TORRENT;2736
1;CARVEDILOL 3,125 MG (KARVIL) CX C/ 30CPR;2736
3;CARVEDILOL 3,125MG, CAIXA COM 30 COMPRIMIDOS;2736
1;CARVEDILOL 3,125MG-CAIXA COM 30 COMPRIMIDOS SULCADOS (2 BLISTERES COM 15 COMPRIMIDOS CADA)-KARVIL-TORRENT;2736
1;CARVEDILOL 3,125 MG;2736
3;CARVEDILOL 3,125MG, CAIXA COM 30 COMPRIMIDOS;2736
3;CARVEDILOL 3,125MG, CAIXA COM 30 COMPRIMIDOS;2736
1;CARVEDILOL 3,125 MG;2736
1;CARVEDILOL 3,125 MG (KARVIL) CX C/ 30CPR;2736
1;CARVEDILOL 3,125 MG (KARVIL) CX C/ 30CPR;2736
1;CARVEDILOL 3,125MG CX 30CPR   KARVIL;2736
1;CARVEDILOL 3,125 MG;2736
1;CARVEDILOL 3,125MG-CAIXA COM 30 COMPRIMIDOS SULCADOS (2 BLISTERES COM 15 COMPRIMIDOS CADA)-KARVIL-TORRENT;2736
1;CARVEDILOL 3,125MG-CAIXA COM 30 COMPRIMIDOS SULCADOS (2 BLISTERES COM 15 COMPRIMIDOS CADA)-KARVIL-TORRENT;2736
1;CARVEDILOL 3,125 MG (KARVIL) CX C/ 30CPR;2736
1;CARVEDILOL 3,125MG CX 30CPR   KARVIL;2736
1;CARVEDILOL 3,125MG CX 30CPR   KARVIL;2736
1;CARVEDILOL 3,125MG-CAIXA COM 30 COMPRIMIDOS SULCADOS (2 BLISTERES COM 15 COMPRIMIDOS CADA)-KARVIL-TORRENT;2736
1;CARVEDILOL 3,125MG CX 30CPR   KARVIL;2736
1;CARVEDILOL 3,125 MG (KARVIL) CX C/ 30CPR;2736
1;CARVEDILOL 3,125 MG (KARVIL) CX C/ 30CPR;2736
3;CARVEDILOL 6,25MG COM 30 COMPRIMIDOS;2755
3;CARVEDILOL TORRENT 6,25MG, CAIXA COM 30 COMPRIMIDOS;2755
3;CARVEDILOL TORRENT 6,25MG, CAIXA COM 30 COMPRIMIDOS;2755
3;CARVEDILOL 6,25MG COM 30 COMPRIMIDOS;2755
3;CARVEDILOL TORRENT 6,25MG, CAIXA COM 30 COMPRIMIDOS;2755
1;CARVEDILOL 6,25MG-CAIXA COM 30 COMPRIMIDOS SULCADOS (2 BLISTERES COM 15 COMPRIMIDOS CADA)-KARVIL-TORRENT;2755
3;CARVEDILOL TORRENT 6,25MG, CAIXA COM 30 COMPRIMIDOS;2755
3;KARVIL 6,25MG TORRENT 30 COMPRIMIDOS;2755
3;CARVEDILOL 6,25MG 30 COMPRIMIDOS TORRENT GENÃRICO;2755
1;CARVEDILOL 6,25MG-CAIXA COM 30 COMPRIMIDOS SULCADOS (2 BLISTERES COM 15 COMPRIMIDOS CADA)-KARVIL-TORRENT;2755
3;CARVEDILOL 6,25MG COM 30 COMPRIMIDOS;2755
3;CARVEDILOL 6,25MG 30 COMPRIMIDOS TORRENT GENÃRICO;2755
3;KARVIL 6,25MG TORRENT 30 COMPRIMIDOS;2755
3;CARVEDILOL 6,25MG 30 COMPRIMIDOS TORRENT GENÃRICO;2755
3;CARVEDILOL TORRENT 6,25MG, CAIXA COM 30 COMPRIMIDOS;2755
3;CARVEDILOL 6,25MG 30 COMPRIMIDOS TORRENT GENÃRICO;2755
3;CARVEDILOL 6,25MG COM 30 COMPRIMIDOS;2755
3;CARVEDILOL TORRENT 6,25MG, CAIXA COM 30 COMPRIMIDOS;2755
3;CARVEDILOL TORRENT 6,25MG, CAIXA COM 30 COMPRIMIDOS;2755
3;KARVIL 6,25MG TORRENT 30 COMPRIMIDOS;2755
3;CARVEDILOL 6,25MG 30 COMPRIMIDOS TORRENT GENÃRICO;2755
3;KARVIL 6,25MG TORRENT 30 COMPRIMIDOS;2755
3;CARVEDILOL TORRENT 6,25MG, CAIXA COM 30 COMPRIMIDOS;2755
3;CARVEDILOL TORRENT 6,25MG, CAIXA COM 30 COMPRIMIDOS;2755
3;KARVIL 6,25MG TORRENT 30 COMPRIMIDOS;2755
3;CARVEDILOL TORRENT 6,25MG, CAIXA COM 30 COMPRIMIDOS;2755
3;CARVEDILOL 6,25MG 30 COMPRIMIDOS TORRENT GENÃRICO;2755
1;CARVEDILOL 6,25MG-CAIXA COM 30 COMPRIMIDOS SULCADOS (2 BLISTERES COM 15 COMPRIMIDOS CADA)-KARVIL-TORRENT;2755
3;KARVIL 6,25MG TORRENT 30 COMPRIMIDOS;2755
3;CARVEDILOL 6,25MG COM 30 COMPRIMIDOS;2755
1;CARVEDILOL 6,25MG-CAIXA COM 30 COMPRIMIDOS SULCADOS (2 BLISTERES COM 15 COMPRIMIDOS CADA)-KARVIL-TORRENT;2755
3;CARVEDILOL 6,25MG COM 30 COMPRIMIDOS;2755
3;CARVEDILOL TORRENT 6,25MG, CAIXA COM 30 COMPRIMIDOS;2755
1;CARVEDILOL 6,25MG-CAIXA COM 30 COMPRIMIDOS SULCADOS (2 BLISTERES COM 15 COMPRIMIDOS CADA)-KARVIL-TORRENT;2755
3;CARVEDILOL TORRENT 6,25MG, CAIXA COM 30 COMPRIMIDOS;2755
3;CARVEDILOL TORRENT 6,25MG, CAIXA COM 30 COMPRIMIDOS;2755
3;KARVIL 6,25MG TORRENT 30 COMPRIMIDOS;2755
3;CARVEDILOL 6,25MG COM 30 COMPRIMIDOS;2755
3;CARVEDILOL 6,25MG 30 COMPRIMIDOS TORRENT GENÃRICO;2755
3;KARVIL 6,25MG TORRENT 30 COMPRIMIDOS;2755
3;KARVIL 6,25MG TORRENT 30 COMPRIMIDOS;2755
3;CARVEDILOL 6,25MG COM 30 COMPRIMIDOS;2755
3;KARVIL 6,25MG TORRENT 30 COMPRIMIDOS;2755
3;CARVEDILOL 6,25MG COM 30 COMPRIMIDOS;2755
3;KARVIL 6,25MG TORRENT 30 COMPRIMIDOS;2755
1;CARVEDILOL 6,25MG-CAIXA COM 30 COMPRIMIDOS SULCADOS (2 BLISTERES COM 15 COMPRIMIDOS CADA)-KARVIL-TORRENT;2755
3;CARVEDILOL 6,25MG COM 30 COMPRIMIDOS;2755
3;CARVEDILOL 6,25MG 30 COMPRIMIDOS TORRENT GENÃRICO;2755
3;KARVIL 6,25MG TORRENT 30 COMPRIMIDOS;2755
1;CARVEDILOL 6,25MG-CAIXA COM 30 COMPRIMIDOS SULCADOS (2 BLISTERES COM 15 COMPRIMIDOS CADA)-KARVIL-TORRENT;2755
3;CARVEDILOL 6,25MG 30 COMPRIMIDOS TORRENT GENÃRICO;2755
3;KARVIL 6,25MG TORRENT 30 COMPRIMIDOS;2755
3;KARVIL 6,25MG TORRENT 30 COMPRIMIDOS;2755
3;CARVEDILOL TORRENT 6,25MG, CAIXA COM 30 COMPRIMIDOS;2755
3;KARVIL 6,25MG TORRENT 30 COMPRIMIDOS;2755
3;CARVEDILOL 6,25MG 30 COMPRIMIDOS TORRENT GENÃRICO;2755
3;CARVEDILOL 6,25MG 30 COMPRIMIDOS TORRENT GENÃRICO;2755
1;CARVEDILOL 6,25MG-CAIXA COM 30 COMPRIMIDOS SULCADOS (2 BLISTERES COM 15 COMPRIMIDOS CADA)-KARVIL-TORRENT;2755
3;CARVEDILOL TORRENT 6,25MG, CAIXA COM 30 COMPRIMIDOS;2755
1;CARVEDILOL 6,25MG-CAIXA COM 30 COMPRIMIDOS SULCADOS (2 BLISTERES COM 15 COMPRIMIDOS CADA)-KARVIL-TORRENT;2755
1;CARVEDILOL 6,25MG-CAIXA COM 30 COMPRIMIDOS SULCADOS (2 BLISTERES COM 15 COMPRIMIDOS CADA)-KARVIL-TORRENT;2755
3;KARVIL 6,25MG TORRENT 30 COMPRIMIDOS;2755
1;CARVEDILOL 6,25MG-CAIXA COM 30 COMPRIMIDOS SULCADOS (2 BLISTERES COM 15 COMPRIMIDOS CADA)-KARVIL-TORRENT;2755
3;CARVEDILOL 6,25MG COM 30 COMPRIMIDOS;2755
3;CARVEDILOL TORRENT 6,25MG, CAIXA COM 30 COMPRIMIDOS;2755
3;KARVIL 6,25MG TORRENT 30 COMPRIMIDOS;2755
3;CARVEDILOL 6,25MG COM 30 COMPRIMIDOS;2755
3;CARVEDILOL 6,25MG 30 COMPRIMIDOS TORRENT GENÃRICO;2755
3;CARVEDILOL TORRENT 6,25MG, CAIXA COM 30 COMPRIMIDOS;2755
3;CARVEDILOL 6,25MG 30 COMPRIMIDOS TORRENT GENÃRICO;2755
3;CARVEDILOL 6,25MG 30 COMPRIMIDOS TORRENT GENÃRICO;2755
3;KARVIL 6,25MG TORRENT 30 COMPRIMIDOS;2755
3;CARVEDILOL 6,25MG COM 30 COMPRIMIDOS;2755
3;CARVEDILOL TORRENT 6,25MG, CAIXA COM 30 COMPRIMIDOS;2755
3;KARVIL 6,25MG TORRENT 30 COMPRIMIDOS;2755
1;CARVEDILOL 6,25MG-CAIXA COM 30 COMPRIMIDOS SULCADOS (2 BLISTERES COM 15 COMPRIMIDOS CADA)-KARVIL-TORRENT;2755
3;CARVEDILOL TORRENT 6,25MG, CAIXA COM 30 COMPRIMIDOS;2755
3;KARVIL 6,25MG TORRENT 30 COMPRIMIDOS;2755
3;BUPIVACAINA GLICOSE 0.5% 4ML SP (NEOCAINA PESADA);38558
3;NEOCAINA (BUPIVACAINA) 0,5%, HIPERB PES C/ GLIC, 40X4ML ETJ, CRISTALIA;38558
3;BUPIVACAINA GLICOSE 0.5% 4ML SP (NEOCAINA PESADA);38558
3;BUPIVACAÃNA + GLICOSE 5MG/ML SOLUÃÃO 4ML 10AMP UNIÃO QUÃMICA;38558
1;BUPIVACAINA 0,5% 4ML + GLICOSE ( PESADA ) NAO ESTERIL NEOCAINA CRISTALIA;38558
1;BUPIVACAINA 0,5% 4ML + GLICOSE ( PESADA ) NAO ESTERIL NEOCAINA CRISTALIA;38558
3;NEOCAINA (BUPIVACAINA) 0,5%, HIPERB PES C/ GLIC, 40X4ML ETJ, CRISTALIA;38558
1;BUPIVACAINA CLOR.0,5% PESADA 10AMP 4ML (BUPICAN HE BUPICAN HEAVY - UNIAO QUIMICA;38558
1;BUPIVACAINA+GLICOSE 5MG ML+80MG ML 4ML PESADA CX C 10 AMP;38558
1;BUPIVACAINA 20MG CLORIDRATO,GLICOSE ANID (UNIAO Q/CLARIS);38558
1;BUPICAN HEAVY 5MG/ML INJ CX 10 AMP X 4 ML;38558
3;BUPIVACAINA GLICOSE 0.5% 4ML SP (NEOCAINA PESADA);38558
1;BUPIVACAINA+GLICOSE 5MG ML+80MG ML 4ML PESADA CX C 10 AMP;38558
3;NEOCAINA (BUPIVACAINA) 0,5%, HIPERB PES C/ GLIC, 40X4ML ETJ, CRISTALIA;38558
3;NEOCAINA 0,5% PESADA SOLUCAO INJETAVEL 40 ESTOJOS X 4ML;38558
3;NEOCAÃNA 0,50% PESADA INJETÃVEL COM 40 AMPOLAS DE 4 ML;38558
3;BUPIVACAÃNA PESADA 0,5% + GLICOSE 8% 4ML NEOCAINA CRISTÃLIA;38558
3;BUPIVACAÃNA PESADA 0,5% + GLICOSE 8% 4ML NEOCAINA CRISTÃLIA;38558
1;BUPIVACAINA+GLICOSE 5MG ML+80MG ML 4ML PESADA CX C 10 AMP;38558
1;BUPIVACAINA CLOR.0,5% PESADA 10AMP 4ML (BUPICAN HE BUPICAN HEAVY - UNIAO QUIMICA;38558
3;CLORIDRATO BUPIVACAÃNA ISOBÃRICA 0,5% 4ML NEOCAÃNA CRISTÃLIA;38558
3;NEOCAINA 0,5% PESADA SOLUCAO INJETAVEL 40 ESTOJOS X 4ML;38558
3;BUPICAN HEAVY 5MG/ML, CAIXA COM 1 AMPOLA COM 4ML DE SOLUÃÃO;38558
3;NEOCAINA (BUPIVACAINA) 0,5%, HIPERB PES C/ GLIC, 40X4ML ETJ, CRISTALIA;38558
3;BUPIVACAINA 0,5% HIPERB PESADA C/ GLICOSE 50X4ML;38558
1;BUPIVACAINA 0,5% 4ML + GLICOSE ( PESADA ) UNIAO QUIMICA;38558
1;BUPIVACAINA 0,5% 4ML + GLICOSE ( PESADA ) UNIAO QUIMICA;38558
1;BUPIVACAINA+GLICOSE 5MG ML+80MG ML 4ML PESADA CX C 10 AMP;38558
3;NEOCAINA (BUPIVACAINA) 0,5%, HIPERB PES C/ GLIC, 40X4ML ETJ, CRISTALIA;38558
3;BUPICAN 5MG/ML, CAIXA COM 10 FRASCOS COM 4ML DE SOLUÃÃO DE USO;38558
1;BUPIVACAINA 0,5% 4ML + GLICOSE ( PESADA ) UNIAO QUIMICA;38558
1;BUPIVACAINA  0,5% 4ML + GLICOSE ( PESADA ) GENERICO HYPOFARMA;38558
3;BUPIVACAINA 0,5% HIPERB PESADA C/ GLICOSE 50X4ML;38558
1;BUPIVACAINA 0,5% 4ML + GLICOSE (PESADA) UNIAO QUIMICA;38558
3;NEOCAINA 0,5% PESADA SOLUCAO INJETAVEL 40 ESTOJOS X 4ML;38558
1;BUPIVACAINA 0,5% 4ML + GLICOSE ( PESADA ) NAO ESTERIL NEOCAINA CRISTALIA;38558
3;BUPIVACAÃNA + GLICOSE 5MG/ML SOLUÃÃO 4ML 10AMP UNIÃO QUÃMICA;38558
1;BUPIVACAINA 0,5% 4ML + GLICOSE ( PESADA ) NAO ESTERIL NEOCAINA CRISTALIA;38558
3;BUPICAN HEAVY 5MG/ML, CAIXA COM 1 AMPOLA COM 4ML DE SOLUÃÃO;38558
3;BUPICAN 5MG/ML, CAIXA COM 10 FRASCOS COM 4ML DE SOLUÃÃO DE USO;38558
3;BUPIVACAINA 0,5% HIPERB PESADA C/ GLICOSE 50X4ML;38558
1;BUPIVACAINA 0,5% 4ML + GLICOSE ( PESADA ) UNIAO QUIMICA;38558
1;BUPIVACAINA 20MG CLORIDRATO,GLICOSE ANID (UNIAO Q/CLARIS);38558
1;BUPIVACAINA+GLICOSE 5MG ML+80MG ML 4ML PESADA CX C 10 AMP;38558
3;NEOCAÃNA 0,50% PESADA INJETÃVEL COM 40 AMPOLAS DE 4 ML;38558
1;BUPIVACAINA 0,5% 4ML + GLICOSE ( PESADA ) UNIAO QUIMICA;38558
3;BUPIVACAÃNA + GLICOSE 5MG/ML SOLUÃÃO 4ML 10AMP UNIÃO QUÃMICA;38558
1;BUPIVACAINA  0,5% 4ML + GLICOSE ( PESADA ) GENERICO HYPOFARMA;38558
3;NEOCAÃNA 0,50% PESADA INJETÃVEL COM 40 AMPOLAS DE 4 ML;38558
3;CLORIDRATO BUPIVACAÃNA ISOBÃRICA 0,5% 4ML NEOCAÃNA CRISTÃLIA;38558
1;BUPIVACAINA+GLICOSE 5MG ML+80MG ML 4ML PESADA CX C 10 AMP;38558
3;BUPIVACAINA 0,5% HIPERB PESADA C/ GLICOSE 50X4ML;38558
3;CLORIDRATO BUPIVACAÃNA ISOBÃRICA 0,5% 4ML NEOCAÃNA CRISTÃLIA;38558
3;NEOCAINA (BUPIVACAINA) 0,5%, HIPERB PES C/ GLIC, 40X4ML ETJ, CRISTALIA;38558
3;BUPICAN 5MG/ML, CAIXA COM 10 FRASCOS COM 4ML DE SOLUÃÃO DE USO;38558
1;BUPIVACAINA 0,5% 4ML + GLICOSE ( PESADA ) NAO ESTERIL NEOCAINA CRISTALIA;38558
1;BUPIVACAINA 20MG CLORIDRATO,GLICOSE ANID (UNIAO Q/CLARIS);38558
1;BUPIVACAINA 0,5% 4ML + GLICOSE (PESADA) UNIAO QUIMICA;38558
1;BUPIVACAINA CLOR.0,5% PESADA 10AMP 4ML (BUPICAN HE BUPICAN HEAVY - UNIAO QUIMICA;38558
1;NEOCAINA 0,5% PES.10X4M (BUPIV+GLICOS);38558
1;NEOCAINA 0,5% PES.10X4M (BUPIV+GLICOS);38558
3;BUPICAN 5MG/ML, CAIXA COM 10 FRASCOS COM 4ML DE SOLUÃÃO DE USO;38558
1;NEOCAINA 0,5% PES.10X4M (BUPIV+GLICOS);38558
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
1;HUMIRA 40MG/0,8ML 2 SERINGAS MS;403
3;CLORIDRATO DE DONEPEZILA 10MG 30 COMPRIMIDOS TORRENT GENÃRICO;4622
3;CLORIDRATO DE DONEPEZILA 10 MG 30 CPR (C1) TORRENT GENERICO;4622
3;DONEPEZILA 10MG 30 COMPRIMIDOS REVESTIDOS GENÃRICO TORRENT (C1);4622
3;DONEPEZILA 10MG 30 COMPRIMIDOS REVESTIDOS GENÃRICO TORRENT (C1);4622
1;EPEZ 10MG CX 30 COMP;4622
3;CLORIDRATO DE DONEPEZILA TORRENT 10MG, CAIXA COM 30 COMPRIMIDOS;4622
3;DONEPEZILA 10MG C 30COMP C1 TORRENT;4622
1;EPEZ;4622
3;CLORIDRATO DE DONEPEZILA 10MG 30CPR (C1) TORRENT;4622
3;CLORIDRATO DE DONEPEZILA 10MG 30CPR (C1) TORRENT;4622
3;CLORIDRATO DONEPEZILA 10MG 30 COMPRIMIDOS TORRENT GENÃRICOS C1;4622
3;EPÃZ 10MG TORRENT 30 COMPRIMIDOS;4622
3;EPEZ 10MG 30 COMPRIMIDOS;4622
3;EPEZ EPÃZ 10MG 30 COMPRIMIDOS TORRENT;4622
1;DONEPEZILA CLORIDRATO 10MG (C1) GENERICO TORRENT;4622
3;CLORIDRATO DE DONEPEZILA 10 MG 30 CPR (C1) TORRENT GENERICO;4622
3;CLORIDRATO DE DONEPEZILA 10MG TORRENT;4622
3;EPEZ EPÃZ 10MG 30 COMPRIMIDOS TORRENT;4622
3;CLORIDRATO DE DONEPEZILA TORRENT 10MG, CAIXA COM 30 COMPRIMIDOS;4622
3;CLORIDRATO DE DONEPEZILA 10 MG 30 CPR (C1) TORRENT GENERICO;4622
3;CLORIDRATO DE DONEPEZILA 10MG 30 COMPRIMIDOS TORRENT GENÃRICO;4622
3;CLORIDRATO DE DONEPEZILA 10MG 30CPR (C1) TORRENT;4622
3;CLORIDRATO DONEPEZILA 10MG 30 COMPRIMIDOS TORRENT GENÃRICOS C1;4622
3;EPÃZ 10MG 30 COMPRIMIDOS REVESTIDOS;4622
3;DONEPEZILA 10MG 30 COMPRIMIDOS REVESTIDOS GENÃRICO TORRENT (C1);4622
3;CLORIDRATO DE DONEPEZILA 10 MG 30 CPR (C1) TORRENT GENERICO;4622
1;DONEPEZILA CLORIDRATO 10MG C/30 COMP/TORRENT/C1;4622
3;DONEPEZILA 10MG 30 COMPRIMIDOS REVESTIDOS GENÃRICO TORRENT (C1);4622
1;EPEZ 10MG CX 30 COMP;4622
3;EPEZ 10MG COM 30 COMPRIMIDOS C1;4622
3;EPEZ 10MG COM 30 COMPRIMIDOS C1;4622
3;DONEPEZILA 10MG C 30COMP C1 TORRENT;4622
